id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,floor,property_type,city
6762816642,42671,3,1.75,2310,7620,2,0,0,3,8,2310,0,1942,1988,122050,18.52043552,73.91558107,2200,7672,3,61,19556262,1,Bungalow,Pune
6762829210,42540,1,1,800,16306,1,0,0,2,6,680,120,1931,0,122056,23.0646019,72.49554168,1270,8666,1,53,7152932,2,House,Ahmedabad
6762824391,42587,3,2,1950,8698,1,0,0,3,8,1950,0,1999,0,122035,18.53493451,73.71921389,2330,7212,2,72,10861034,9,Flat,Pune
6762812980,42568,4,2.5,3691,11088,2,0,1,3,8,3691,0,2013,0,122019,13.07906571,80.14772253,3190,11270,3,52,12538980,3,Flat,Chennai
6762826587,42505,4,2.5,2340,8990,2,0,0,3,8,2340,0,2003,0,122024,17.45542264,78.29069044,2980,6718,3,70,13924230,1,House,Hyderabad
6762825693,42628,3,1,1620,5040,1,0,0,3,7,1120,500,1964,0,122051,27.09098284,75.71819268,1790,6178,2,73,8929741,1,Bungalow,Jaipur
6762817259,42672,4,1,1170,4590,1.5,0,0,4,7,1170,0,1925,0,122006,12.9548376,80.34137659,1430,4080,2,62,5735965,8,Flat,Chennai
6762821195,42734,4,1.5,1100,3300,1,0,0,1,7,1100,0,1919,0,122044,22.61762144,88.39105624,2020,4000,2,50,5118663,22,Flat,Kolkata
6762812522,42631,3,1.75,2520,4534,1,0,0,5,9,1460,1060,1954,0,122032,13.00039183,77.68815701,1870,5023,2,76,13506622,6,Flat,Bengaluru
6762823064,42601,4,2.5,3000,8584,2,0,0,3,7,3000,0,2003,0,122024,27.08800813,75.75662705,2610,7570,1,66,14030967,16,Flat,Jaipur
6762815395,42545,3,2.75,1850,16960,1,0,2,4,8,1850,0,1953,0,122050,28.84356177,76.82950061,2470,13761,1,79,12306127,15,Flat,Delhi
6762819507,42673,4,2.5,2650,9627,1,0,3,4,8,1610,1040,1976,0,122058,18.87175874,72.80869205,2650,9221,3,65,20161479,2,House,Mumbai
6762824050,42504,4,2.5,2710,5880,2,0,0,3,9,2710,0,1998,0,122023,13.17703879,80.32633047,2520,6000,3,72,14041688,0,House,Chennai
6762822086,42615,2,1,930,5368,1,0,0,4,7,930,0,1953,0,122006,22.39333971,88.46955652,1770,6000,3,58,5588270,2,House,Kolkata
6762822509,42715,4,3,2430,7243,2,0,0,3,8,2430,0,2003,0,122024,17.58016788,78.44378637,2430,7084,1,64,11718123,16,Flat,Hyderabad
6762827765,42543,3,2.5,1660,6263,2,0,0,3,8,1660,0,2003,0,122035,22.49510234,88.2483481,2190,6192,1,64,8672989,18,Flat,Kolkata
6762824081,42609,4,1,1540,9541,1.5,0,0,4,7,1540,0,1961,0,122033,18.44970454,73.77380653,1290,9541,1,78,10732722,22,Flat,Pune
6762818467,42644,4,2.5,2520,7731,2,0,0,3,9,2520,0,1994,0,122014,26.86163538,80.89777788,2000,7704,2,64,11428004,8,Flat,Lucknow
6762828051,42540,4,2,2200,7700,1,0,0,3,7,1100,1100,1979,0,122046,28.59545279,76.8828112,1790,7700,2,58,16766147,1,House,Delhi
6762813211,42497,4,1.75,2480,9195,1,0,0,3,7,1390,1090,1950,0,122048,13.08691717,80.15642637,2440,9195,2,75,14952201,10,Flat,Chennai
6762817472,42641,3,3.5,2100,2479,2,0,0,3,9,1450,650,2011,0,122051,19.07993488,72.83740875,1800,2457,1,51,17175468,15,Flat,Mumbai
6762825126,42634,3,1,1350,8581,1,0,0,5,6,1350,0,1944,0,122050,26.93756498,81.05147847,2080,8451,3,56,5990788,11,Flat,Lucknow
6762827387,42664,3,2.25,1330,7200,1,0,0,3,7,900,430,1974,0,122052,22.99920935,72.57800086,1380,9570,3,54,5388860,5,Flat,Ahmedabad
6762813272,42679,3,3,2630,10156,1,0,0,4,9,2630,0,1987,0,122027,19.28091189,72.86024115,2660,10455,3,79,20458014,19,Flat,Mumbai
6762810359,42726,4,2.5,3070,7207,2,0,0,4,10,2670,400,1927,0,122047,26.8515336,75.60787033,3190,7523,2,62,15329962,25,Flat,Jaipur
6762818470,42644,3,1.75,2120,9146,1,0,0,3,8,1260,860,1981,0,122019,27.0552314,80.93610349,2040,10485,1,80,8891143,1,Bungalow,Lucknow
6762831383,42501,3,1,970,8580,1,0,0,3,7,970,0,1959,0,122040,19.14405886,72.77820426,1430,11907,3,78,8718143,2,House,Mumbai
6762818940,42692,4,1.5,1800,6750,1.5,0,0,4,7,1800,0,1950,0,122006,18.87805198,72.77707485,1420,5900,2,58,15030574,9,Flat,Mumbai
6762810095,42544,5,2.75,3831,13800,2,1,4,3,9,3831,0,1959,1980,122057,19.27591894,73.0392867,3850,36563,3,67,20799656,17,Flat,Mumbai
6762818709,42580,2,1.75,1640,3090,1,0,0,4,7,910,730,1925,0,122006,17.45126225,78.59298965,1510,4120,2,70,7833229,0,House,Hyderabad
6762823800,42606,1,1,950,10585,1.5,0,0,3,6,950,0,1929,0,122006,26.7040856,75.65552511,1400,7056,2,51,6286083,2,House,Jaipur
6762821177,42582,4,4,4168,8485,2,0,0,3,10,3222,946,2007,0,122018,22.95561031,72.61739179,4362,8100,2,66,15466665,20,Flat,Ahmedabad
6762813353,42596,4,2.5,2990,9643,2,0,0,3,9,2990,0,2003,0,122019,17.41418471,78.38048784,2990,8666,2,74,15667055,6,Flat,Hyderabad
6762814609,42544,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,122007,22.97335692,72.44824385,1460,5000,3,64,11243974,24,Flat,Ahmedabad
6762810690,42712,5,3.5,5150,12230,2,0,2,3,10,3700,1450,2007,0,122029,28.59184044,77.19415169,2940,13462,1,80,27072183,1,House,Delhi
6762823778,42540,4,2.5,1890,12236,1,0,0,3,7,1230,660,1978,0,122025,18.51932413,73.84333275,1390,11360,2,77,10957650,2,Bungalow,Pune
6762825606,42651,4,1.75,2000,10890,1,0,0,4,7,1390,610,1961,0,122040,19.00470308,72.80924295,1520,9250,3,50,18580355,1,House,Mumbai
6762827628,42725,3,2.5,1870,1436,2,0,0,3,7,1870,0,2004,0,122015,26.91052575,75.63266416,1720,1852,2,68,5957185,5,Flat,Jaipur
6762812573,42571,4,2.25,2720,8712,2,0,0,4,9,2720,0,1976,0,122027,28.84950832,76.935786,2470,8714,2,74,19389937,4,Flat,Delhi
6762811197,42635,6,4,3600,6224,2,0,0,3,9,2610,990,1945,2006,122032,27.027512,75.65019372,1430,6224,1,79,16124432,12,Flat,Jaipur
6762829140,42592,2,1,770,2191,1,0,0,3,6,770,0,1937,0,122059,13.14829174,77.56957887,940,5000,2,74,4712570,0,House,Bengaluru
6762827195,42620,3,2.5,1870,8541,2,0,0,3,8,1870,0,1989,0,122018,12.92564266,80.33669205,2150,7789,2,80,11498022,2,House,Chennai
6762827534,42543,3,1,1150,8145,1,0,0,4,6,990,160,1932,0,122014,13.0613679,80.32437108,1200,8145,2,75,6399450,16,Flat,Chennai
6762820224,42648,3,1.75,2040,273556,1,0,0,3,7,2040,0,1997,0,122069,23.19634273,72.59930529,1790,273556,3,56,47747606,18,Flat,Ahmedabad
6762820267,42504,3,1.75,1410,6886,1,0,0,3,7,1410,0,1924,2013,122038,12.98411967,80.1745039,1410,6561,2,70,9035269,22,Flat,Chennai
6762827874,42565,2,1.75,1440,11210,1,0,0,4,6,1130,310,1935,0,122052,26.80015127,75.67178284,1250,9381,2,57,9074525,13,Flat,Jaipur
6762826310,42732,3,2,2320,7800,1,0,0,4,7,1160,1160,1960,0,122056,22.60780867,88.28319234,1380,7800,2,60,9902166,15,Flat,Kolkata
6762828910,42537,3,2,1870,5909,1,0,0,3,7,1270,600,1986,0,122065,13.09992248,77.61547144,1870,7887,1,79,14772943,2,House,Bengaluru
6762818212,42637,3,1.75,1620,3360,1,0,0,5,7,980,640,1927,0,122007,12.99371674,80.2508425,1400,3840,2,59,6484200,9,Flat,Chennai
6762813405,42570,6,3.5,2410,6000,2,0,4,3,9,2220,190,1916,1990,122016,17.37409957,78.35167707,1980,6000,3,55,15185228,8,Flat,Hyderabad
6762823130,42648,5,1.75,2100,9599,1,0,0,3,7,1060,1040,1961,0,122033,26.81520039,81.00193294,1680,10712,1,64,10661852,1,House,Lucknow
6762817135,42543,4,2,1730,3884,1,0,0,5,7,1060,670,1924,0,122028,28.58679756,77.29864163,1360,3563,3,75,13305480,1,House,Delhi
6762825796,42629,3,1,1850,5775,2,0,0,3,6,1740,110,1928,0,122059,18.95625387,73.08782743,1520,3578,1,60,11153085,18,Flat,Mumbai
6762825506,42568,2,1,1010,4000,1,0,0,3,7,1010,0,1947,0,122016,18.84392234,72.76737539,1480,4366,1,72,10521039,2,House,Mumbai
6762823035,42678,3,1.5,1310,2996,2,0,0,3,7,1310,0,1998,0,122054,26.85775532,81.02535739,1310,2997,3,78,4097408,2,House,Lucknow
6762821323,42641,4,2.25,2460,14600,1,0,0,4,8,1720,740,1977,0,122035,26.83693642,75.85655753,2460,14600,1,62,13611838,6,Flat,Jaipur
6762814163,42594,4,2.5,2450,7700,1,0,0,3,8,1250,1200,1958,0,122057,26.90496196,80.97398851,2450,8000,2,56,9048449,1,House,Lucknow
6762816204,42669,2,1,1550,3200,1.5,0,0,3,8,1550,0,1927,0,122047,12.88958245,77.45198545,1800,3937,2,75,7082848,1,Flat,Bengaluru
6762830279,42603,4,1.75,1660,11664,1,0,0,3,6,1010,650,1952,0,122056,17.4295784,78.52257416,1670,9975,1,50,10627193,19,Flat,Hyderabad
6762825870,42531,3,2.5,2456,7566,2,0,0,3,8,2456,0,2012,0,122018,13.10680784,77.74194943,2478,7212,3,50,18507324,0,Bungalow,Bengaluru
6762818841,42662,2,1,1250,5413,1,0,0,4,7,1250,0,1923,0,122006,26.77690112,75.64721052,1250,5413,2,76,6602237,20,Flat,Jaipur
6762823749,42592,3,2.5,1730,7202,1,0,0,3,7,1330,400,1991,0,122043,22.66809589,88.45958864,2100,8125,1,63,8543830,2,House,Kolkata
6762824574,42717,2,1,1140,8340,1,0,0,3,7,1140,0,1948,0,122014,19.07977846,72.80749187,1030,8149,2,71,7745634,19,Flat,Mumbai
6762820358,42647,4,2.75,2040,8996,1,0,0,4,8,1260,780,1974,0,122010,23.19866004,72.66250208,2470,9180,3,67,10144407,17,Flat,Ahmedabad
6762819844,42637,3,2,1820,1358,3,0,0,3,9,1820,0,2014,0,122064,22.96248803,72.40150392,1710,1367,2,58,5601507,12,Flat,Ahmedabad
6762810847,42557,3,2.5,3870,46609,2,0,3,3,9,3870,0,1997,0,122029,17.46524145,78.49732094,4030,17880,2,66,29691505,21,Flat,Hyderabad
6762830030,42529,4,1.75,1300,21000,1,0,0,4,7,1300,0,1969,0,122039,22.53740419,88.3230189,2120,9920,2,58,8706041,14,Flat,Kolkata
6762812073,42658,8,4,4020,7500,1,0,0,3,8,2010,2010,1968,0,122026,19.2171539,72.95332214,1560,3737,2,53,35309865,21,Flat,Mumbai
6762815253,42571,3,2.5,2430,12997,2,0,0,3,9,2430,0,1992,0,122017,26.74785183,75.76597384,2720,12500,3,63,16978102,2,Bungalow,Jaipur
6762811869,42523,4,2.5,2200,4000,2,0,0,5,8,1430,770,1908,0,122003,13.15148233,77.61605651,2100,4000,2,50,16260770,2,House,Bengaluru
6762829555,42720,3,1.75,1500,7475,1,0,0,4,8,1500,0,1976,0,122018,22.38374631,88.40302096,1940,7475,3,67,7261227,23,Flat,Kolkata
6762818831,42589,4,2.5,2550,17209,2,0,0,3,9,2550,0,1996,0,122015,18.51347384,73.91145418,2840,12560,1,64,11883004,13,Flat,Pune
6762822998,42645,3,2.25,1880,12473,1,0,0,3,8,1420,460,1958,0,122058,26.90548001,75.65874473,2300,10469,2,78,9389363,16,Flat,Jaipur
6762827937,42551,3,1,1090,10710,1,0,0,4,7,1090,0,1962,0,122053,28.52715355,77.36040073,1090,10440,3,72,9291648,17,Flat,Delhi
6762823877,42603,4,2,2070,9822,1,0,0,5,7,2070,0,1955,0,122027,22.9703922,72.51790477,1300,9572,1,79,7815561,17,Flat,Ahmedabad
6762811844,42601,4,3,3680,7105,2,0,2,3,10,2890,790,2008,0,122006,18.45782783,73.93991371,1580,6815,1,70,26210812,1,House,Pune
6762825426,42669,3,2.5,2140,7641,1,0,0,3,8,1290,850,1979,0,122053,17.27043749,78.21381501,2090,8000,3,52,9942196,2,House,Hyderabad
6762828366,42509,2,1,870,5340,1.5,0,0,2,6,870,0,1906,0,122054,13.08662779,80.10103818,1190,4440,2,50,5667531,22,Flat,Chennai
6762828400,42568,3,2.5,1770,8640,1,0,0,3,7,1420,350,1986,0,122039,26.95063453,75.73044343,1894,7974,2,63,9259435,12,Flat,Jaipur
6762821800,42519,5,2.75,2220,4000,1,0,0,3,7,1230,990,1973,0,122054,17.31522399,78.29387282,1580,4000,2,54,17139843,1,Bungalow,Hyderabad
6762812395,42561,4,2.75,3520,5500,2,0,0,3,9,3520,0,2014,0,122019,26.74699786,75.86099208,3340,5500,3,54,15637246,1,House,Jaipur
6762813621,42579,3,2.5,2960,69351,2,1,3,4,9,2960,0,1990,0,122069,23.00842099,72.55415984,2350,41433,2,68,19244062,12,Flat,Ahmedabad
6762816603,42544,4,2.5,3190,8195,2,0,0,3,10,3190,0,2006,0,122024,17.30439742,78.38492731,3400,7607,2,54,15650986,20,Flat,Hyderabad
6762824099,42693,3,2.75,1750,9166,1,0,0,4,7,1170,580,1979,0,122014,18.68364726,73.97795816,1810,8760,2,55,9862399,0,House,Pune
6762823454,42585,3,1,1060,8040,1,0,0,4,6,1060,0,1949,0,122022,12.85521336,77.67892086,1300,7620,2,68,7406719,1,House,Bengaluru
6762828233,42714,3,2.25,1620,6415,2,0,0,4,7,1620,0,1989,0,122024,13.00946885,77.59931562,1640,7253,2,69,8714395,17,Flat,Bengaluru
6762827237,42603,4,2.5,2010,12085,2,0,0,3,8,2010,0,1986,0,122035,22.39257248,88.26421167,1910,12133,3,57,12682651,12,Flat,Kolkata
6762811893,42503,4,2.5,2190,7350,2.5,0,0,5,8,2190,0,1958,0,122057,12.9043664,77.45715995,1880,7350,1,80,14628852,4,Flat,Bengaluru
6762827120,42614,3,2.5,1320,2614,2,0,0,3,7,1320,0,2005,0,122051,28.66154967,77.03180449,1320,2533,1,74,10277399,1,Bungalow,Delhi
6762813704,42525,3,2.5,2670,10338,2,0,0,3,9,2670,0,1987,0,122030,26.78757655,81.02057527,2670,8866,3,73,13782384,19,Flat,Lucknow
6762814383,42706,4,2.5,2672,4297,2,0,0,3,8,2020,652,2005,0,122006,28.74002725,77.29584468,1720,6120,2,67,17879745,21,Flat,Delhi
6762831105,42589,2,1,1040,13920,1,0,0,3,6,1040,0,1973,0,122043,19.01231588,73.01196398,1100,7575,3,55,11326879,0,Flat,Mumbai
6762830170,42697,3,1,960,6500,1,0,0,4,5,960,0,1954,0,122053,22.5136232,88.45551256,1150,6500,2,52,6047726,22,Flat,Kolkata
6762823379,42609,3,1.75,1400,10018,1,0,0,4,7,1400,0,1962,0,122012,13.1846726,80.16744437,1350,9300,1,57,9046181,14,Flat,Chennai
6762822092,42643,3,1.5,1130,5413,1,0,0,3,7,940,190,1946,0,122022,13.05685059,80.22774903,1400,7168,2,75,7148396,24,Flat,Chennai
6762820727,42526,2,1.75,1740,5400,1,0,0,4,7,990,750,1946,0,122006,22.9712316,72.69862241,1980,5400,2,79,8686344,13,Flat,Ahmedabad
6762813411,42627,2,1.75,2230,6930,1,0,0,4,8,1530,700,1947,0,122004,18.57887058,73.77251022,1970,6930,2,60,11760805,3,Flat,Pune
6762829646,42641,4,2.5,2040,11841,2,0,0,3,7,2040,0,1994,0,122035,27.09935145,80.96948163,1730,8808,3,76,6489099,6,Flat,Lucknow
6762825589,42603,4,2,1910,10200,1,0,0,4,7,1910,0,1963,0,122015,22.30555025,88.47066566,1820,15600,1,59,8819825,15,Flat,Kolkata
6762816008,42627,5,3.5,2950,7980,2,0,3,3,9,2350,600,2005,0,122008,12.91303076,80.21882918,2950,7980,2,51,15758556,21,Flat,Chennai
6762829388,42630,3,1,1470,7680,1,0,0,3,7,1220,250,1946,0,122034,22.57112131,88.43475319,1470,6784,1,76,8592130,13,Flat,Kolkata
6762819941,42537,3,2.25,2280,5750,1,0,1,4,7,1150,1130,1985,0,122009,18.61119223,73.90232538,1500,5060,3,59,17014155,0,Bungalow,Pune
6762829248,42650,3,1.75,1360,16000,1,0,0,3,7,1360,0,1978,0,122014,27.07602615,80.88966208,1360,12939,1,52,9406928,2,Bungalow,Lucknow
6762818726,42531,3,2.5,3370,19585,2,0,0,3,7,3200,170,1951,0,122038,18.972336,72.75017192,1730,9430,1,59,18945783,0,Flat,Mumbai
6762823647,42593,4,2.5,2300,7707,2,0,0,3,8,2300,0,2004,0,122024,26.8144497,75.74863425,2320,6035,3,75,11155070,13,Flat,Jaipur
6762828065,42657,3,1.5,1280,16738,1.5,0,0,4,5,1280,0,1932,0,122024,17.5427891,78.49776076,1590,16317,2,68,9845520,20,Flat,Hyderabad
6762821266,42657,4,1.75,1920,7986,1,0,0,3,7,960,960,1952,0,122022,13.07286826,80.13459067,1700,7452,3,59,8089614,15,Flat,Chennai
6762822616,42565,3,1.5,1010,8108,1,0,0,5,7,1010,0,1954,0,122014,18.99724255,72.83294687,1300,8108,2,53,6730345,16,Flat,Mumbai
6762822470,42558,4,2.5,2560,4020,2,0,0,3,9,2560,0,2006,0,122024,22.54496163,88.43888315,3010,4916,3,73,15122443,10,Flat,Kolkata
6762823255,42540,3,1,1160,3750,1.5,0,0,3,7,1160,0,1910,0,122034,18.57472996,73.78638066,1530,3750,1,55,7505931,1,Bungalow,Pune
6762816579,42684,3,2.25,2490,8800,2,0,0,4,8,2490,0,1975,0,122027,18.40681899,73.83425876,2690,10000,1,73,18536749,0,Bungalow,Pune
6762827281,42708,3,1,1510,142803,1,0,0,3,7,1510,0,1974,0,122039,28.86746035,76.98969301,1330,46609,2,76,26077160,8,Flat,Delhi
6762820785,42540,3,2,1430,3480,1,0,0,3,7,980,450,1947,0,122028,22.60931678,88.31394102,1450,4650,1,50,9003199,2,House,Kolkata
6762829702,42538,3,1.75,1670,6900,1,0,0,3,7,1170,500,1978,0,122018,28.42109899,77.34269637,1740,7000,3,56,10231301,21,Flat,Delhi
6762829450,42587,2,1,790,7500,1,0,0,3,6,790,0,1950,0,122017,17.44718966,78.55595528,1970,8970,2,77,4580317,0,House,Hyderabad
6762817192,42542,2,1.75,1330,6000,1,0,0,4,7,960,370,1914,1945,122032,12.91883276,77.57506563,1620,6000,1,62,8905530,15,Flat,Bengaluru
6762823268,42588,3,2.5,1690,10113,1,0,0,3,7,1310,380,1991,0,122058,19.25695158,73.08902367,1690,10113,3,62,14602641,23,Flat,Mumbai
6762812810,42651,5,3.5,3600,9312,2,0,3,3,10,2680,920,2005,0,122005,27.01702455,75.87626444,3420,9860,1,73,13395945,20,Flat,Jaipur
6762822043,42643,3,2.5,1440,3060,2,0,0,3,7,1440,0,2003,0,122045,23.19402318,72.60299674,1650,3060,2,51,6803928,20,Flat,Ahmedabad
6762824324,42524,4,2.5,2310,8030,2,0,0,3,7,2310,0,1978,0,122055,23.02554841,72.58129542,1780,8041,2,57,13271486,14,Flat,Ahmedabad
6762829711,42496,3,2,1410,7566,1,0,0,3,7,1410,0,1985,0,122065,17.21430244,78.33817913,1570,7210,2,73,8997263,0,House,Hyderabad
6762824785,42531,3,1.75,1170,8182,1,0,0,3,7,1170,0,1962,0,122014,13.0894512,77.40732185,1610,8183,1,67,7585183,1,House,Bengaluru
6762819346,42510,3,3.5,2380,6250,2,0,3,3,8,1670,710,1997,0,122051,26.91457052,81.03647959,2540,4010,3,51,11486595,0,Bungalow,Lucknow
6762829339,42645,4,2,1500,7854,1.5,0,0,3,7,1500,0,1983,0,122018,28.56659724,77.21923347,1500,7334,2,74,10431695,2,Flat,Delhi
6762815063,42559,4,2.5,2510,4543,2,0,0,3,8,2510,0,2002,0,122020,26.86438571,75.67260808,2550,4675,3,74,13853231,0,House,Jaipur
6762819082,42526,4,1,1720,4011,1.5,0,0,4,7,1720,0,1904,0,122026,18.92652013,72.7881256,1580,3784,1,59,10166941,21,Flat,Mumbai
6762813886,42596,3,1.75,1740,3060,1,0,0,5,8,950,790,1930,2014,122006,28.82655576,77.30760198,1800,3960,2,65,13015910,1,House,Delhi
6762824600,42699,5,2.75,1540,4000,1,0,0,3,7,1140,400,1990,0,122034,13.1808335,77.7705186,1630,4000,3,75,7112501,0,Flat,Bengaluru
6762829203,42529,5,1.5,2520,5753,1.5,0,0,4,7,1510,1010,1928,0,122068,18.51194065,73.92423293,1620,6875,1,51,16233247,23,Flat,Pune
6762830791,42545,3,2,1190,6833,1,0,0,3,7,1190,0,1995,0,122023,17.43852542,78.28485422,1540,8000,1,52,9221518,1,House,Hyderabad
6762816796,42559,3,1.75,1850,5100,1,0,0,3,7,1020,830,1909,0,122004,22.3388581,88.21854437,1850,5100,3,67,9704538,0,House,Kolkata
6762830785,42531,2,1,700,4700,1,0,0,5,5,700,0,1953,0,122053,23.17515272,72.43182677,960,5200,3,65,2720349,6,Flat,Ahmedabad
6762829824,42607,2,1,820,5100,1,0,0,4,6,820,0,1954,0,122053,18.65876524,73.78114509,2270,5100,2,79,5373471,2,House,Pune
6762820140,42622,5,3.75,3860,6901,2,0,0,3,7,3860,0,2003,0,122024,13.14573679,80.14226696,3000,8584,2,76,22978609,1,Bungalow,Chennai
6762831398,42636,3,1,890,9465,1,0,0,3,6,890,0,1957,0,122060,23.04661729,72.60699917,1590,9147,3,77,5903107,1,House,Ahmedabad
6762830649,42607,3,1,1080,10200,1,0,0,4,7,1080,0,1962,0,122018,13.18979952,80.14941589,1230,10400,3,50,9091422,2,Bungalow,Chennai
6762814056,42725,5,2.25,3700,7207,1,0,1,5,8,1850,1850,1970,0,122050,27.00308535,80.88778023,2340,7900,2,56,22479224,2,Bungalow,Lucknow
6762815896,42572,3,2.25,2190,45738,1,0,0,3,8,2190,0,1990,0,122005,13.08655533,80.14102948,2970,4496,3,56,16593494,11,Flat,Chennai
6762813999,42572,4,2.5,2990,29170,2,0,3,3,9,2990,0,1999,0,122015,12.9515532,80.14488447,3715,29170,3,71,20405558,23,Flat,Chennai
6762818769,42726,5,1.75,1880,48787,2,0,0,3,6,1880,0,1922,0,122015,26.70689547,75.60784961,1690,8401,3,69,9541398,24,Flat,Jaipur
6762831441,42733,2,1,870,5700,1,0,0,4,6,870,0,1957,0,122053,17.56277934,78.30411123,1020,5700,1,56,5451983,13,Flat,Hyderabad
6762830333,42511,3,1,910,6000,1,0,0,2,6,910,0,1956,0,122052,17.53792462,78.32170054,1090,6957,2,72,6901036,2,House,Hyderabad
6762819351,42531,6,5,3440,4500,2,0,0,3,8,3280,160,2007,0,122042,22.48307226,88.22568145,1400,5500,3,64,19324869,7,Flat,Kolkata
6762829726,42666,4,2,1370,8837,1.5,0,0,3,7,1370,0,1955,0,122070,13.1156142,80.25450458,1360,9000,1,60,7522459,0,House,Chennai
6762816510,42645,3,3,2780,6000,2,0,0,3,9,2780,0,2013,0,122008,13.01042992,80.25191634,2850,6000,3,54,19314112,1,Bungalow,Chennai
6762822064,42540,5,3,2630,3149,2,0,0,3,8,1670,960,2013,0,122053,23.06672755,72.597671,2240,4825,3,67,12092776,0,Bungalow,Ahmedabad
6762830699,42607,3,1,1370,10708,1,0,0,3,7,1370,0,1969,0,122039,12.80320243,77.53082292,1770,14482,1,55,7705740,21,Flat,Bengaluru
6762820475,42687,4,1.75,1720,3050,1.5,0,0,5,7,1040,680,1929,0,122009,18.44033528,73.81996783,1570,6100,3,69,10643688,5,Flat,Pune
6762828096,42669,3,1.75,2710,9088,1,0,0,4,7,2060,650,1965,0,122039,26.79998022,81.00950351,1690,10454,3,78,13034486,9,Flat,Lucknow
6762827379,42635,2,1,840,10465,1,0,0,3,6,840,0,1951,0,122014,18.84889989,72.73540526,1320,8515,2,75,9774662,0,Bungalow,Mumbai
6762810083,42638,7,3,5350,14400,2.5,0,0,4,10,5020,330,1910,0,122047,19.14848339,72.81972148,3050,7469,1,75,39809480,7,Flat,Mumbai
6762815100,42671,3,2.5,1610,1246,2,0,1,3,9,1080,530,2014,0,122003,26.85661259,80.97223271,1610,1249,3,67,7337926,13,Flat,Lucknow
6762814909,42684,3,3,2980,3730,2,0,0,3,9,2980,0,2005,0,122011,18.85086088,72.88890717,2710,3640,2,53,16245263,19,Flat,Mumbai
6762812337,42620,4,2.5,2520,4950,2,0,0,3,8,2520,0,1906,2002,122007,19.02031402,73.08449969,1810,3500,2,60,22088670,16,Flat,Mumbai
6762817766,42615,2,1,1510,11165,1.5,0,0,4,7,1510,0,1921,0,122038,22.96643429,72.57947686,2210,8851,1,56,7387792,15,Flat,Ahmedabad
6762822460,42536,4,2,1580,9581,1,0,0,3,7,1580,0,1953,0,122010,26.72792153,80.98534762,1580,10552,2,77,7371771,1,Bungalow,Lucknow
6762829102,42568,3,1,1160,7560,1,0,0,4,6,1160,0,1958,0,122046,19.13519261,72.83608155,1160,7560,3,56,7863980,11,Flat,Mumbai
6762827375,42617,3,1.75,1250,9486,1,0,0,4,6,1250,0,1971,0,122069,12.92650022,80.20299247,1270,9600,3,61,5640350,1,Flat,Chennai
6762810998,42491,5,2.75,2910,9480,1.5,0,0,3,8,2910,0,1939,0,122004,22.60008183,88.3269645,2940,6600,1,53,17916368,1,House,Kolkata
6762817069,42614,3,1.5,1980,10203,1,0,0,4,7,1680,300,1946,0,122062,28.7847533,77.1532478,1980,13664,2,70,19873066,2,Bungalow,Delhi
6762823991,42511,2,1,800,3330,1,0,0,3,7,800,0,1918,0,122026,18.40486331,73.74468702,1300,4320,3,55,4670330,17,Flat,Pune
6762813968,42615,3,2.25,2180,4200,1.5,0,0,5,8,1520,660,1939,0,122047,26.91344174,81.07724083,1850,4200,3,54,8470359,21,Flat,Lucknow
6762830969,42699,3,1.75,1240,10361,1,0,0,3,6,1240,0,1987,0,122035,26.81488161,80.932687,1240,8834,3,61,7351748,0,House,Lucknow
6762829566,42713,4,2,1610,6200,1,0,0,4,7,1610,0,1979,0,122043,13.01186396,80.13035761,1610,7500,1,55,7291447,1,Bungalow,Chennai
6762810980,42558,4,3.5,3150,5500,2,0,0,3,9,3150,0,2014,0,122004,17.24703067,78.40082115,1550,4200,3,76,14318457,4,Flat,Hyderabad
6762829225,42575,3,1,1190,6250,1,0,0,3,7,990,200,1954,0,122059,28.75029271,77.33170839,1760,6434,1,64,6286482,5,Flat,Delhi
6762815298,42693,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,122053,13.10934698,80.18088494,2640,13675,1,75,23593455,11,Flat,Chennai
6762821062,42532,5,1.75,2460,6846,1.5,0,0,5,7,1340,1120,1911,0,122059,13.08980265,77.69097701,1410,4800,2,77,15411202,0,House,Bengaluru
6762816283,42523,4,2.5,2620,9873,2,0,0,3,8,2620,0,1987,0,122020,17.23514096,78.4646731,2520,9935,2,80,12623123,5,Flat,Hyderabad
6762829323,42595,3,1.75,1320,10454,1,0,0,4,7,1320,0,1968,0,122072,22.51286455,88.28514608,1680,10183,2,64,8336250,2,House,Kolkata
6762829826,42607,2,1,2150,4500,1.5,0,0,3,7,1260,890,1917,0,122051,18.89649606,72.92550599,1590,5010,3,80,13911327,18,Flat,Mumbai
6762821038,42581,4,2,1940,6350,1,0,0,4,7,970,970,1951,0,122028,18.65787909,73.98685149,960,6350,2,79,11734022,5,Flat,Pune
